"Ticker Symbol","Date","Divide(Momentum(SystemEquity(MACD Crossover System),1),10000)"
"CU_0011N",5/2/2014,5.067871E-04
"CU_0011N",5/5/2014,4.34375E-04
"CU_0011N",5/6/2014,4.054492E-03
"CU_0011N",5/7/2014,-1.230859E-03
"CU_0011N",5/8/2014,-4.561182E-03
"CU_0011N",5/9/2014,-6.081641E-03
"CU_0011N",5/12/2014,0
"CU_0011N",5/13/2014,0
"CU_0011N",5/14/2014,0
"CU_0011N",5/15/2014,0
"CU_0011N",5/16/2014,0
"CU_0011N",5/19/2014,0
"CU_0011N",5/20/2014,0
"CU_0011N",5/21/2014,0
"CU_0011N",5/22/2014,0
"CU_0011N",5/23/2014,0
"CU_0011N",5/27/2014,0
"CU_0011N",5/28/2014,0
"CU_0011N",5/29/2014,0
"CU_0011N",5/30/2014,0
"CU_0011N",6/2/2014,0
"CU_0011N",6/3/2014,0
"CU_0011N",6/4/2014,0
"CU_0011N",6/5/2014,0
"CU_0011N",6/6/2014,0
"CU_0011N",6/9/2014,0
"CU_0011N",6/10/2014,0
"CU_0011N",6/11/2014,-1.654736E-03
"CU_0011N",6/12/2014,2.804736E-03
"CU_0011N",6/13/2014,-2.214209E-03
"CU_0011N",6/16/2014,2.509522E-03
"CU_0011N",6/17/2014,-1.845313E-03
"CU_0011N",6/18/2014,1.180957E-03
"CU_0011N",6/19/2014,3.542871E-03
"CU_0011N",6/20/2014,-1.107178E-03
"CU_0011N",6/23/2014,8.119629E-04
"CU_0011N",6/24/2014,-7.382812E-05
"CU_0011N",6/25/2014,1.845313E-03
"CU_0011N",6/26/2014,-1.47627E-03
"CU_0011N",6/27/2014,2.804785E-03
"CU_0011N",6/30/2014,3.616699E-03
"CU_0011N",7/1/2014,-1.107178E-03
"CU_0011N",7/2/2014,-1.845166E-03
"CU_0011N",7/3/2014,-3.838184E-03
"CU_0011N",7/7/2014,4.428711E-04
"CU_0011N",7/8/2014,1.476562E-04
"CU_0011N",7/9/2014,2.657129E-03
"CU_0011N",7/10/2014,-3.173828E-03
"CU_0011N",7/11/2014,3.69043E-04
"CU_0011N",7/14/2014,7.381348E-04
"CU_0011N",7/15/2014,-3.321484E-03
"CU_0011N",7/16/2014,0
"CU_0011N",7/17/2014,0
"CU_0011N",7/18/2014,0
"CU_0011N",7/21/2014,0
"CU_0011N",7/22/2014,0
"CU_0011N",7/23/2014,0
"CU_0011N",7/24/2014,0
"CU_0011N",7/25/2014,0
"CU_0011N",7/28/2014,0
"CU_0011N",7/29/2014,0
"CU_0011N",7/30/2014,0
"CU_0011N",7/31/2014,0
"CU_0011N",8/1/2014,0
"CU_0011N",8/4/2014,0
"CU_0011N",8/5/2014,0
"CU_0011N",8/6/2014,-1.446484E-03
"CU_0011N",8/7/2014,0
"CU_0011N",8/8/2014,0
"CU_0011N",8/11/2014,0
"CU_0011N",8/12/2014,0
"CU_0011N",8/13/2014,0
"CU_0011N",8/14/2014,0
"CU_0011N",8/15/2014,0
"CU_0011N",8/18/2014,0
"CU_0011N",8/19/2014,0
"CU_0011N",8/20/2014,-7.752441E-04
"CU_0011N",8/21/2014,0
"CU_0011N",8/22/2014,0
"CU_0011N",8/25/2014,0
"CU_0011N",8/26/2014,0
"CU_0011N",8/27/2014,0
"CU_0011N",8/28/2014,0
"CU_0011N",8/29/2014,0
"CU_0011N",9/2/2014,0
"CU_0011N",9/3/2014,0
"CU_0011N",9/4/2014,0
"CU_0011N",9/5/2014,0
"CU_0011N",9/8/2014,0
"CU_0011N",9/9/2014,0
"CU_0011N",9/10/2014,0
"CU_0011N",9/11/2014,0
"CU_0011N",9/12/2014,0
"CU_0011N",9/15/2014,0
"CU_0011N",9/16/2014,0
"CU_0011N",9/17/2014,0
"CU_0011N",9/18/2014,0
"CU_0011N",9/19/2014,0
"CU_0011N",9/22/2014,-0.0004
"CU_0011N",9/23/2014,0
"CU_0011N",9/24/2014,0
"CU_0011N",9/25/2014,-8.69043E-04
"CU_0011N",9/26/2014,0
"CU_0011N",9/29/2014,0
"CU_0011N",9/30/2014,0
"CU_0011N",10/1/2014,0
"CU_0011N",10/2/2014,0
"CU_0011N",10/3/2014,0
"CU_0011N",10/6/2014,8.626416E-03
"CU_0011N",10/7/2014,2.955566E-03
"CU_0011N",10/8/2014,5.431885E-03
"CU_0011N",10/9/2014,-3.594629E-03
"CU_0011N",10/10/2014,-5.911133E-03
"CU_0011N",10/13/2014,4.15376E-03
"CU_0011N",10/14/2014,-1.357861E-03
"CU_0011N",10/15/2014,1.014473E-02
"CU_0011N",10/16/2014,1.917139E-03
"CU_0011N",10/17/2014,-2.156836E-03
"CU_0011N",10/20/2014,2.795801E-03
"CU_0011N",10/21/2014,-6.63003E-03
"CU_0011N",10/22/2014,-6.550195E-03
"CU_0011N",10/23/2014,3.994629E-04
"CU_0011N",10/24/2014,1.198242E-03
"CU_0011N",10/27/2014,0.0035146
"CU_0011N",10/28/2014,2.156836E-03
"CU_0011N",10/29/2014,-7.189258E-03
"CU_0011N",10/30/2014,-3.035352E-03
"CU_0011N",10/31/2014,-5.788379E-03
"CU_0011N",11/3/2014,0
"CU_0011N",11/4/2014,0
"CU_0011N",11/5/2014,0
"CU_0011N",11/6/2014,0
"CU_0011N",11/7/2014,0
"CU_0011N",11/10/2014,0
"CU_0011N",11/11/2014,0
"CU_0011N",11/12/2014,0
"CU_0011N",11/13/2014,0
"CU_0011N",11/14/2014,0
"CU_0011N",11/17/2014,0
"CU_0011N",11/18/2014,0
"CU_0011N",11/19/2014,0
"CU_0011N",11/20/2014,0
"CU_0011N",11/21/2014,0
"CU_0011N",11/24/2014,4.442041E-03
"CU_0011N",11/25/2014,2.985889E-03
"CU_0011N",11/26/2014,3.470117E-03
"CU_0011N",11/28/2014,-6.456006E-03
"CU_0011N",12/1/2014,4.115723E-03
"CU_0011N",12/2/2014,-7.908692E-03
"CU_0011N",12/3/2014,-1.856006E-03
"CU_0011N",12/4/2014,0
"CU_0011N",12/5/2014,0
"CU_0011N",12/8/2014,0
"CU_0011N",12/9/2014,0
"CU_0011N",12/10/2014,0
"CU_0011N",12/11/2014,0
"CU_0011N",12/12/2014,0
"CU_0011N",12/15/2014,0
"CU_0011N",12/16/2014,0
"CU_0011N",12/17/2014,0
"CU_0011N",12/18/2014,-4.614112E-03
"CU_0011N",12/19/2014,-2.998486E-03
"CU_0011N",12/22/2014,0
"CU_0011N",12/23/2014,0
"CU_0011N",12/24/2014,0
"CU_0011N",12/26/2014,0
"CU_0011N",12/29/2014,0
"CU_0011N",12/30/2014,0
"CU_0011N",12/31/2014,0
"CU_0011N",1/2/2015,0
"CU_0011N",1/5/2015,0
"CU_0011N",1/6/2015,0
"CU_0011N",1/7/2015,0
"CU_0011N",1/8/2015,0
"CU_0011N",1/9/2015,0
"CU_0011N",1/12/2015,0
"CU_0011N",1/13/2015,0
"CU_0011N",1/14/2015,0
"CU_0011N",1/15/2015,0
"CU_0011N",1/16/2015,0
"CU_0011N",1/20/2015,0
"CU_0011N",1/21/2015,0
"CU_0011N",1/22/2015,0
"CU_0011N",1/23/2015,0
"CU_0011N",1/26/2015,0
"CU_0011N",1/27/2015,0
"CU_0011N",1/28/2015,0
"CU_0011N",1/29/2015,0
"CU_0011N",1/30/2015,0
"CU_0011N",2/2/2015,0
"CU_0011N",2/3/2015,0
"CU_0011N",2/4/2015,0
"CU_0011N",2/5/2015,0
"CU_0011N",2/6/2015,0
"CU_0011N",2/9/2015,0
"CU_0011N",2/10/2015,0
"CU_0011N",2/11/2015,0
"CU_0011N",2/12/2015,0
"CU_0011N",2/13/2015,0
"CU_0011N",2/17/2015,0
"CU_0011N",2/18/2015,0
"CU_0011N",2/19/2015,0
"CU_0011N",2/20/2015,0
"CU_0011N",2/23/2015,0
"CU_0011N",2/24/2015,0
"CU_0011N",2/25/2015,0
"CU_0011N",2/26/2015,0
"CU_0011N",2/27/2015,-1.739062E-03
"CU_0011N",3/2/2015,0
"CU_0011N",3/3/2015,0
"CU_0011N",3/4/2015,0
"CU_0011N",3/5/2015,0
"CU_0011N",3/6/2015,0
"CU_0011N",3/9/2015,0
"CU_0011N",3/10/2015,0
"CU_0011N",3/11/2015,0
"CU_0011N",3/12/2015,0
"CU_0011N",3/13/2015,0
"CU_0011N",3/16/2015,0
"CU_0011N",3/17/2015,0
"CU_0011N",3/18/2015,0
"CU_0011N",3/19/2015,0
"CU_0011N",3/20/2015,0
"CU_0011N",3/23/2015,0
"CU_0011N",3/24/2015,0
"CU_0011N",3/25/2015,0
"CU_0011N",3/26/2015,0
"CU_0011N",3/27/2015,0
"CU_0011N",3/30/2015,0
"CU_0011N",3/31/2015,0
"CU_0011N",4/1/2015,0
"CU_0011N",4/2/2015,0
"CU_0011N",4/3/2015,0
"CU_0011N",4/6/2015,0
"CU_0011N",4/7/2015,0
"CU_0011N",4/8/2015,0
"CU_0011N",4/9/2015,-1.362749E-02
"CU_0011N",4/10/2015,-2.775391E-04
"CU_0011N",4/13/2015,0
"CU_0011N",4/14/2015,0
"CU_0011N",4/15/2015,0
"CU_0011N",4/16/2015,0
"CU_0011N",4/17/2015,0
"CU_0011N",4/20/2015,0
"CU_0011N",4/21/2015,0
"CU_0011N",4/22/2015,0
"CU_0011N",4/23/2015,0
"CU_0011N",4/24/2015,0
"CU_0011N",4/27/2015,0
"CU_0011N",4/28/2015,0
"CU_0011N",4/29/2015,0
"CU_0011N",4/30/2015,0
"CU_0011N",5/1/2015,0
"CU_0011N",5/4/2015,0
"CU_0011N",5/5/2015,0
"CU_0011N",5/6/2015,0
"CU_0011N",5/7/2015,0
"CU_0011N",5/8/2015,0
"CU_0011N",5/11/2015,0
"CU_0011N",5/12/2015,5.690723E-03
"CU_0011N",5/13/2015,1.253984E-02
"CU_0011N",5/14/2015,3.134912E-03
"CU_0011N",5/15/2015,6.18042E-03
"CU_0011N",5/18/2015,-1.442085E-02
"CU_0011N",5/19/2015,-0.0133459
"CU_0011N",5/20/2015,-3.493262E-03
"CU_0011N",5/21/2015,1.254004E-03
"CU_0011N",5/22/2015,-6.090723E-03
"CU_0011N",5/26/2015,0
"CU_0011N",5/27/2015,0
"CU_0011N",5/28/2015,0
"CU_0011N",5/29/2015,0
"CU_0011N",6/1/2015,0
"CU_0011N",6/2/2015,0
"CU_0011N",6/3/2015,0
"CU_0011N",6/4/2015,0
"CU_0011N",6/5/2015,0
"CU_0011N",6/8/2015,0
"CU_0011N",6/9/2015,0
"CU_0011N",6/10/2015,0
"CU_0011N",6/11/2015,0
"CU_0011N",6/12/2015,0
"CU_0011N",6/15/2015,0
"CU_0011N",6/16/2015,0
"CU_0011N",6/17/2015,7.328125E-03
"CU_0011N",6/18/2015,3.197852E-03
"CU_0011N",6/19/2015,-1.51001E-03
"CU_0011N",6/22/2015,-1.421338E-03
"CU_0011N",6/23/2015,-1.510103E-02
"CU_0011N",6/24/2015,3.375439E-03
"CU_0011N",6/25/2015,-3.552734E-04
"CU_0011N",6/26/2015,-3.730859E-03
"CU_0011N",6/29/2015,-1.518989E-02
"CU_0011N",6/30/2015,0
"CU_0011N",7/1/2015,0
"CU_0011N",7/2/2015,0
"CU_0011N",7/6/2015,0
"CU_0011N",7/7/2015,0
"CU_0011N",7/8/2015,0
"CU_0011N",7/9/2015,0
"CU_0011N",7/10/2015,0
"CU_0011N",7/13/2015,0
"CU_0011N",7/14/2015,-1.275879E-04
"CU_0011N",7/15/2015,-5.540576E-03
"CU_0011N",7/16/2015,-2.724902E-03
"CU_0011N",7/17/2015,0
"CU_0011N",7/20/2015,0
"CU_0011N",7/21/2015,0
"CU_0011N",7/22/2015,0
"CU_0011N",7/23/2015,0
"CU_0011N",7/24/2015,0
"CU_0011N",7/27/2015,0
"CU_0011N",7/28/2015,0
"CU_0011N",7/29/2015,0
"CU_0011N",7/30/2015,0
"CU_0011N",7/31/2015,2.620215E-03
"CU_0011N",8/3/2015,-1.555859E-03
"CU_0011N",8/4/2015,-5.21665E-03
"CU_0011N",8/5/2015,3.661621E-04
"CU_0011N",8/6/2015,2.287939E-03
"CU_0011N",8/7/2015,4.575977E-03
"CU_0011N",8/10/2015,4.39292E-03
"CU_0011N",8/11/2015,1.006787E-03
"CU_0011N",8/12/2015,1.272134E-02
"CU_0011N",8/13/2015,-2.562695E-03
"CU_0011N",8/14/2015,-2.01333E-03
"CU_0011N",8/17/2015,-3.569336E-03
"CU_0011N",8/18/2015,-5.67417E-03
"CU_0011N",8/19/2015,1.015864E-02
"CU_0011N",8/20/2015,6.223437E-03
"CU_0011N",8/21/2015,1.427705E-02
"CU_0011N",8/24/2015,2.242246E-02
"CU_0011N",8/25/2015,-1.592451E-02
"CU_0011N",8/26/2015,-7.047021E-03
"CU_0011N",8/27/2015,-7.687744E-03
"CU_0011N",8/28/2015,-7.596143E-03
"CU_0011N",8/31/2015,4.942139E-03
"CU_0011N",9/1/2015,6.772412E-03
"CU_0011N",9/2/2015,-5.033545E-03
"CU_0011N",9/3/2015,-1.125698E-02
"CU_0011N",9/4/2015,3.020117E-03
"CU_0011N",9/8/2015,3.203271E-03
"CU_0011N",9/9/2015,1.00669E-03
"CU_0011N",9/10/2015,8.05376E-03
"CU_0011N",9/11/2015,4.667578E-03
"CU_0011N",9/14/2015,-1.921924E-03
"CU_0011N",9/15/2015,-3.843945E-03
"CU_0011N",9/16/2015,3.661621E-04
"CU_0011N",9/17/2015,1.089082E-02
"CU_0011N",9/18/2015,-4.118311E-03
"CU_0011N",9/21/2015,-1.482632E-02
"CU_0011N",9/22/2015,-5.399707E-03
"CU_0011N",9/23/2015,6.864063E-03
"CU_0011N",9/24/2015,1.098193E-03
"CU_0011N",9/25/2015,-2.83706E-03
"CU_0011N",9/28/2015,3.752295E-03
"CU_0011N",9/29/2015,2.562549E-03
"CU_0011N",9/30/2015,-8.511328E-03
"CU_0011N",10/1/2015,1.555859E-03
"CU_0011N",10/2/2015,4.118311E-03
"CU_0011N",10/5/2015,-4.484424E-03
"CU_0011N",10/6/2015,8.419775E-03
"CU_0011N",10/7/2015,-1.921875E-03
"CU_0011N",10/8/2015,1.921875E-03
"CU_0011N",10/9/2015,8.511377E-03
"CU_0011N",10/12/2015,1.006787E-03
"CU_0011N",10/13/2015,6.40625E-04
"CU_0011N",10/14/2015,8.602881E-03
"CU_0011N",10/15/2015,-8.694434E-03
"CU_0011N",10/16/2015,-7.321289E-04
"CU_0011N",10/19/2015,-4.576026E-03
"CU_0011N",10/20/2015,9.152344E-04
"CU_0011N",10/21/2015,0
"CU_0011N",10/22/2015,-0.018121
"CU_0011N",10/23/2015,0
"CU_0011N",10/26/2015,0
"CU_0011N",10/27/2015,0
"CU_0011N",10/28/2015,0
"CU_0011N",10/29/2015,0
"CU_0011N",10/30/2015,0
"CU_0011N",11/2/2015,0
"CU_0011N",11/3/2015,0
"CU_0011N",11/4/2015,0
"CU_0011N",11/5/2015,0
"CU_0011N",11/6/2015,0
"CU_0011N",11/9/2015,0
"CU_0011N",11/10/2015,0
"CU_0011N",11/11/2015,0
"CU_0011N",11/12/2015,0
"CU_0011N",11/13/2015,0
"CU_0011N",11/16/2015,0
"CU_0011N",11/17/2015,-1.242334E-03
"CU_0011N",11/18/2015,0
"CU_0011N",11/19/2015,0
"CU_0011N",11/20/2015,0
"CU_0011N",11/23/2015,0
"CU_0011N",11/24/2015,0
"CU_0011N",11/25/2015,0
"CU_0011N",11/27/2015,0
"CU_0011N",11/30/2015,0
"CU_0011N",12/1/2015,0
"CU_0011N",12/2/2015,0
"CU_0011N",12/3/2015,0
"CU_0011N",12/4/2015,0
"CU_0011N",12/7/2015,0
"CU_0011N",12/8/2015,0
"CU_0011N",12/9/2015,0
"CU_0011N",12/10/2015,0
"CU_0011N",12/11/2015,0
"CU_0011N",12/14/2015,0
"CU_0011N",12/15/2015,0
"CU_0011N",12/16/2015,0
"CU_0011N",12/17/2015,0
"CU_0011N",12/18/2015,2.461621E-03
"CU_0011N",12/21/2015,5.630859E-03
"CU_0011N",12/22/2015,2.49248E-03
"CU_0011N",12/23/2015,-3.969336E-03
"CU_0011N",12/24/2015,3.692334E-03
"CU_0011N",12/28/2015,2.123193E-03
"CU_0011N",12/29/2015,-3.507813E-03
"CU_0011N",12/30/2015,-1.569238E-03
"CU_0011N",12/31/2015,-5.353955E-03
"CU_0011N",1/4/2016,-5.354004E-03
"CU_0011N",1/5/2016,0
"CU_0011N",1/6/2016,0
"CU_0011N",1/7/2016,0
"CU_0011N",1/8/2016,0
"CU_0011N",1/11/2016,0
"CU_0011N",1/12/2016,-1.042676E-03
"CU_0011N",1/13/2016,2.06582E-03
"CU_0011N",1/14/2016,-1.468994E-03
"CU_0011N",1/15/2016,4.269141E-03
"CU_0011N",1/19/2016,1.377148E-03
"CU_0011N",1/20/2016,-3.075635E-03
"CU_0011N",1/21/2016,-1.422998E-03
"CU_0011N",1/22/2016,-0.0079875
"CU_0011N",1/25/2016,4.177344E-03
"CU_0011N",1/26/2016,1.468994E-03
"CU_0011N",1/27/2016,4.819971E-03
"CU_0011N",1/28/2016,4.544531E-03
"CU_0011N",1/29/2016,-1.179751E-02
"CU_0011N",2/1/2016,5.967676E-03
"CU_0011N",2/2/2016,2.15752E-03
"CU_0011N",2/3/2016,0.0161585
"CU_0011N",2/4/2016,1.092544E-02
"CU_0011N",2/5/2016,-6.197168E-03
"CU_0011N",2/8/2016,6.151221E-03
"CU_0011N",2/9/2016,6.839941E-03
"CU_0011N",2/10/2016,-5.968262E-04
"CU_0011N",2/11/2016,3.901953E-03
"CU_0011N",2/12/2016,-6.243115E-03
"CU_0011N",2/16/2016,-1.032866E-02
"CU_0011N",2/17/2016,-5.049804E-04
"CU_0011N",2/18/2016,-3.901856E-03
"CU_0011N",2/19/2016,3.488818E-03
"CU_0011N",2/22/2016,-1.014512E-02
"CU_0011N",2/23/2016,-1.514844E-03
"CU_0011N",2/24/2016,4.131836E-04
"CU_0011N",2/25/2016,2.387109E-03
"CU_0011N",2/26/2016,-7.620264E-03
"CU_0011N",2/29/2016,0
"CU_0011N",3/1/2016,0
"CU_0011N",3/2/2016,0
"CU_0011N",3/3/2016,0
"CU_0011N",3/4/2016,0
"CU_0011N",3/7/2016,0
"CU_0011N",3/8/2016,0
"CU_0011N",3/9/2016,0
"CU_0011N",3/10/2016,0
"CU_0011N",3/11/2016,0
"CU_0011N",3/14/2016,0
"CU_0011N",3/15/2016,0
"CU_0011N",3/16/2016,0
"CU_0011N",3/17/2016,0
"CU_0011N",3/18/2016,0
"CU_0011N",3/21/2016,0
"CU_0011N",3/22/2016,0
"CU_0011N",3/23/2016,0
"CU_0011N",3/24/2016,-1.38125E-03
"CU_0011N",3/28/2016,2.720654E-03
"CU_0011N",3/29/2016,8.429394E-03
"CU_0011N",3/30/2016,0.0033896
"CU_0011N",3/31/2016,4.63833E-03
"CU_0011N",4/1/2016,4.01416E-04
"CU_0011N",4/4/2016,2.67627E-04
"CU_0011N",4/5/2016,-9.8125E-04
"CU_0011N",4/6/2016,1.828662E-03
"CU_0011N",4/7/2016,-2.542139E-03
"CU_0011N",4/8/2016,1.650098E-03
"CU_0011N",4/11/2016,1.248877E-03
"CU_0011N",4/12/2016,-1.382666E-03
"CU_0011N",4/13/2016,-0.0101688
"CU_0011N",4/14/2016,-1.605518E-03
"CU_0011N",4/15/2016,1.694775E-03
"CU_0011N",4/18/2016,2.453027E-03
"CU_0011N",4/19/2016,5.441113E-03
"CU_0011N",4/20/2016,-6.60083E-03
"CU_0011N",4/21/2016,-6.689453E-04
"CU_0011N",4/22/2016,-5.218164E-03
"CU_0011N",4/25/2016,0
"CU_0011N",4/26/2016,0
"CU_0011N",4/27/2016,0
"CU_0011N",4/28/2016,0
"CU_0011N",4/29/2016,0
"CU_0011N",5/2/2016,0
"CU_0011N",5/3/2016,0
"CU_0011N",5/4/2016,0
"CU_0011N",5/5/2016,0
"CU_0011N",5/6/2016,-1.013281E-03
"CU_0011N",5/9/2016,-9.198731E-04
"CU_0011N",5/10/2016,-1.664648E-03
"CU_0011N",5/11/2016,4.906201E-03
"CU_0011N",5/12/2016,-4.555713E-03
"CU_0011N",5/13/2016,-5.95752E-03
"CU_0011N",5/16/2016,9.198731E-04
"CU_0011N",5/17/2016,-8.759765E-05
"CU_0011N",5/18/2016,-3.460596E-03
"CU_0011N",5/19/2016,0
"CU_0011N",5/20/2016,0
"CU_0011N",5/23/2016,0
"CU_0011N",5/24/2016,0
"CU_0011N",5/25/2016,0
"CU_0011N",5/26/2016,0
"CU_0011N",5/27/2016,0
"CU_0011N",5/31/2016,0
"CU_0011N",6/1/2016,0
"CU_0011N",6/2/2016,0
"CU_0011N",6/3/2016,0
"CU_0011N",6/6/2016,0
"CU_0011N",6/7/2016,0
"CU_0011N",6/8/2016,0
"CU_0011N",6/9/2016,0
"CU_0011N",6/10/2016,0
"CU_0011N",6/13/2016,0
"CU_0011N",6/14/2016,0
"CU_0011N",6/15/2016,4.757959E-03
"CU_0011N",6/16/2016,-2.401074E-03
"CU_0011N",6/17/2016,2.80127E-03
"CU_0011N",6/20/2016,3.957324E-03
"CU_0011N",6/21/2016,-5.113379E-03
"CU_0011N",6/22/2016,4.624365E-03
"CU_0011N",6/23/2016,3.957373E-03
"CU_0011N",6/24/2016,-1.969805E-02
"CU_0011N",6/27/2016,-4.970654E-03
"CU_0011N",6/28/2016,3.898438E-03
"CU_0011N",6/29/2016,5.242871E-03
"CU_0011N",6/30/2016,-2.733496E-03
"CU_0011N",7/1/2016,5.153174E-03
"CU_0011N",7/5/2016,-5.780518E-03
"CU_0011N",7/6/2016,3.002295E-03
"CU_0011N",7/7/2016,-4.481006E-03
"CU_0011N",7/8/2016,-5.824707E-04
"CU_0011N",7/11/2016,6.721191E-04
"CU_0011N",7/12/2016,9.857422E-04
"CU_0011N",7/13/2016,3.53999E-03
"CU_0011N",7/14/2016,1.165137E-03
"CU_0011N",7/15/2016,-5.377246E-03
"CU_0011N",7/18/2016,6.721191E-04
"CU_0011N",7/19/2016,-4.88418E-03
"CU_0011N",7/20/2016,-1.433936E-03
"CU_0011N",7/21/2016,0
"CU_0011N",7/22/2016,0
"CU_0011N",7/25/2016,0
"CU_0011N",7/26/2016,0
"CU_0011N",7/27/2016,0
"CU_0011N",7/28/2016,0
"CU_0011N",7/29/2016,0
"CU_0011N",8/1/2016,0
"CU_0011N",8/2/2016,0
"CU_0011N",8/3/2016,0
"CU_0011N",8/4/2016,0
"CU_0011N",8/5/2016,0
"CU_0011N",8/8/2016,0
"CU_0011N",8/9/2016,1.446289E-03
"CU_0011N",8/10/2016,5.943945E-03
"CU_0011N",8/11/2016,-2.926953E-03
"CU_0011N",8/12/2016,1.666113E-03
"CU_0011N",8/15/2016,1.711133E-03
"CU_0011N",8/16/2016,8.465625E-03
"CU_0011N",8/17/2016,1.215772E-03
"CU_0011N",8/18/2016,5.673828E-03
"CU_0011N",8/19/2016,-2.836865E-03
"CU_0011N",8/22/2016,8.999024E-05
"CU_0011N",8/23/2016,-1.711133E-03
"CU_0011N",8/24/2016,-3.962647E-03
"CU_0011N",8/25/2016,1.395996E-03
"CU_0011N",8/26/2016,-8.330567E-03
"CU_0011N",8/29/2016,-9.008789E-05
"CU_0011N",8/30/2016,-4.142822E-03
"CU_0011N",8/31/2016,-1.620996E-03
"CU_0011N",9/1/2016,0
"CU_0011N",9/2/2016,0
"CU_0011N",9/6/2016,0
"CU_0011N",9/7/2016,0
"CU_0011N",9/8/2016,0
"CU_0011N",9/9/2016,0
"CU_0011N",9/12/2016,0
"CU_0011N",9/13/2016,0
"CU_0011N",9/14/2016,2.487646E-03
"CU_0011N",9/15/2016,-7.552246E-04
"CU_0011N",9/16/2016,-8.17417E-03
"CU_0011N",9/19/2016,2.310059E-03
"CU_0011N",9/20/2016,-1.821338E-03
"CU_0011N",9/21/2016,1.688086E-03
"CU_0011N",9/22/2016,2.087988E-03
"CU_0011N",9/23/2016,2.709961E-03
"CU_0011N",9/26/2016,2.132373E-03
"CU_0011N",9/27/2016,-2.976514E-03
"CU_0011N",9/28/2016,-6.663086E-04
"CU_0011N",9/29/2016,-2.221191E-04
"CU_0011N",9/30/2016,2.221191E-03
"CU_0011N",10/3/2016,-1.954736E-03
"CU_0011N",10/4/2016,-2.043457E-03
"CU_0011N",10/5/2016,1.332666E-03
"CU_0011N",10/6/2016,-6.619287E-03
"CU_0011N",10/7/2016,-7.552246E-04
"CU_0011N",10/10/2016,0
"CU_0011N",10/11/2016,0
"CU_0011N",10/12/2016,0
"CU_0011N",10/13/2016,0
"CU_0011N",10/14/2016,0
"CU_0011N",10/17/2016,0
"CU_0011N",10/18/2016,0
"CU_0011N",10/19/2016,0
"CU_0011N",10/20/2016,0
"CU_0011N",10/21/2016,0
"CU_0011N",10/24/2016,0
"CU_0011N",10/25/2016,0
"CU_0011N",10/26/2016,0
"CU_0011N",10/27/2016,0
"CU_0011N",10/28/2016,0
"CU_0011N",10/31/2016,0
"CU_0011N",11/1/2016,0
"CU_0011N",11/2/2016,0
"CU_0011N",11/3/2016,0
"CU_0011N",11/4/2016,0
"CU_0011N",11/7/2016,0
"CU_0011N",11/8/2016,0
"CU_0011N",11/9/2016,0
"CU_0011N",11/10/2016,-3.505176E-03
"CU_0011N",11/11/2016,-2.831299E-03
"CU_0011N",11/14/2016,0
"CU_0011N",11/15/2016,0
"CU_0011N",11/16/2016,0
"CU_0011N",11/17/2016,0
"CU_0011N",11/18/2016,0
"CU_0011N",11/21/2016,0
"CU_0011N",11/22/2016,0
"CU_0011N",11/23/2016,0
"CU_0011N",11/25/2016,0
"CU_0011N",11/28/2016,0
"CU_0011N",11/29/2016,0
"CU_0011N",11/30/2016,0
"CU_0011N",12/1/2016,0
"CU_0011N",12/2/2016,0
"CU_0011N",12/5/2016,0
"CU_0011N",12/6/2016,0
"CU_0011N",12/7/2016,0
"CU_0011N",12/8/2016,0
"CU_0011N",12/9/2016,0
"CU_0011N",12/12/2016,7.520312E-03
"CU_0011N",12/13/2016,-9.428223E-04
"CU_0011N",12/14/2016,-5.940234E-03
"CU_0011N",12/15/2016,-7.448926E-03
"CU_0011N",12/16/2016,0
"CU_0011N",12/19/2016,0
"CU_0011N",12/20/2016,0
"CU_0011N",12/21/2016,0
"CU_0011N",12/22/2016,0
"CU_0011N",12/23/2016,0
"CU_0011N",12/27/2016,0
"CU_0011N",12/28/2016,0
"CU_0011N",12/29/2016,0
"CU_0011N",12/30/2016,0
"CU_0011N",1/3/2017,0
"CU_0011N",1/4/2017,0
"CU_0011N",1/5/2017,0
"CU_0011N",1/6/2017,0
"CU_0011N",1/9/2017,0
"CU_0011N",1/10/2017,0
"CU_0011N",1/11/2017,0
"CU_0011N",1/12/2017,0
"CU_0011N",1/13/2017,0
"CU_0011N",1/17/2017,0
"CU_0011N",1/18/2017,0
"CU_0011N",1/19/2017,0
"CU_0011N",1/20/2017,0
"CU_0011N",1/23/2017,0
"CU_0011N",1/24/2017,0
"CU_0011N",1/25/2017,0
"CU_0011N",1/26/2017,0
"CU_0011N",1/27/2017,0
"CU_0011N",1/30/2017,-2.079102E-03
"CU_0011N",1/31/2017,1.026084E-02
"CU_0011N",2/1/2017,-2.611816E-03
"CU_0011N",2/2/2017,-1.352637E-03
"CU_0011N",2/3/2017,2.798828E-04
"CU_0011N",2/6/2017,-1.818994E-03
"CU_0011N",2/7/2017,-4.99043E-03
"CU_0011N",2/8/2017,-9.328614E-04
"CU_0011N",2/9/2017,-2.658447E-03
"CU_0011N",2/10/2017,-3.031592E-03
"CU_0011N",2/13/2017,0
"CU_0011N",2/14/2017,0
"CU_0011N",2/15/2017,0
"CU_0011N",2/16/2017,0
"CU_0011N",2/17/2017,0
"CU_0011N",2/21/2017,0
"CU_0011N",2/22/2017,0
