Ticker Symbol,Date,Strategy 1 (days),Strategy 1 (aggregated p&l),Strategy 2 (days),Strategy 2 (aggregated p&l)
abc,6/16/2022,0,0.00%,0,0.00%
abc,6/17/2022,0,0.00%,0,0.00%
abc,6/21/2022,0,0.00%,0,0.00%
abc,6/22/2022,0,0.00%,0,0.00%
abc,6/23/2022,0,0.00%,0,0.00%
abc,6/24/2022,0,0.00%,0,0.00%
abc,6/27/2022,0,0.00%,0,0.00%
abc,6/28/2022,0,0.00%,0,0.00%
abc,6/29/2022,0,0.00%,0,0.00%
abc,6/30/2022,0,0.00%,0,0.00%
abc,7/1/2022,1,-0.52%,0,0.00%
abc,7/5/2022,2,0.19%,0,0.00%
abc,7/6/2022,3,1.41%,0,0.00%
abc,7/7/2022,4,1.61%,0,0.00%
abc,7/8/2022,5,0.87%,0,0.00%
abc,7/11/2022,6,0.77%,0,0.00%
abc,7/12/2022,7,1.85%,0,0.00%
abc,7/13/2022,8,1.82%,0,0.00%
abc,7/14/2022,9,1.75%,0,0.00%
abc,7/15/2022,10,2.37%,0,0.00%
abc,7/18/2022,11,1.25%,0,0.00%
abc,7/19/2022,0,0.00%,0,0.00%
abc,7/20/2022,0,0.00%,0,0.00%
abc,7/21/2022,0,0.00%,0,0.00%
abc,7/22/2022,0,0.00%,0,0.00%
abc,7/25/2022,0,0.00%,0,0.00%
abc,7/26/2022,0,0.00%,0,0.00%
abc,7/27/2022,0,0.00%,0,0.00%
abc,7/28/2022,0,0.00%,0,0.00%
abc,7/29/2022,0,0.00%,0,0.00%
abc,8/1/2022,0,0.00%,0,0.00%
abc,8/2/2022,0,0.00%,0,0.00%
abc,8/3/2022,0,0.00%,0,0.00%
abc,8/4/2022,0,0.00%,0,0.00%
abc,8/5/2022,0,0.00%,0,0.00%
abc,8/8/2022,1,0.72%,0,0.00%
abc,8/9/2022,2,0.66%,1,-0.07%
abc,8/10/2022,3,-0.51%,2,-1.15%
abc,8/11/2022,0,0.00%,0,0.00%
abc,8/12/2022,0,0.00%,0,0.00%
abc,8/15/2022,0,0.00%,0,0.00%
abc,8/16/2022,0,0.00%,0,0.00%
abc,8/17/2022,0,0.00%,0,0.00%
abc,8/18/2022,0,0.00%,0,0.00%
abc,8/19/2022,0,0.00%,0,0.00%
abc,8/22/2022,1,0.95%,0,0.00%
abc,8/23/2022,2,1.45%,0,0.00%
abc,8/24/2022,3,0.91%,0,0.00%
abc,8/25/2022,4,1.16%,0,0.00%
abc,8/26/2022,5,0.83%,0,0.00%
abc,8/29/2022,6,1.53%,0,0.00%
abc,8/30/2022,7,1.89%,0,0.00%
abc,8/31/2022,8,2.25%,0,0.00%
abc,9/1/2022,9,2.61%,0,0.00%
abc,9/2/2022,10,3.27%,0,0.00%
abc,9/6/2022,11,3.45%,0,0.00%
abc,9/7/2022,12,3.33%,0,0.00%
abc,9/8/2022,13,3.48%,0,0.00%
abc,9/9/2022,14,2.60%,0,0.00%
abc,9/12/2022,0,0.00%,0,0.00%
abc,9/13/2022,0,0.00%,0,0.00%
abc,9/14/2022,0,0.00%,0,0.00%
abc,9/15/2022,0,0.00%,0,0.00%
abc,9/16/2022,0,0.00%,0,0.00%
abc,9/19/2022,0,0.00%,0,0.00%
abc,9/20/2022,0,0.00%,1,-0.02%
abc,9/21/2022,1,0.52%,2,0.42%
abc,9/22/2022,2,0.71%,3,0.62%
abc,9/23/2022,3,1.55%,4,1.45%
abc,9/26/2022,4,5.16%,5,5.07%
abc,9/27/2022,5,6.79%,6,6.70%
abc,9/28/2022,0,0.00%,0,0.00%
abc,9/29/2022,0,0.00%,0,0.00%
abc,9/30/2022,0,0.00%,0,0.00%
abc,10/3/2022,0,0.00%,0,0.00%
abc,10/4/2022,0,0.00%,0,0.00%
abc,10/5/2022,0,0.00%,0,0.00%
abc,10/6/2022,0,0.00%,0,0.00%
abc,10/7/2022,0,0.00%,0,0.00%
abc,10/10/2022,0,0.00%,0,0.00%
abc,10/11/2022,0,0.00%,1,0.22%
abc,10/12/2022,1,0.29%,2,-0.47%
abc,10/13/2022,2,-0.55%,0,0.00%
abc,10/14/2022,0,0.00%,0,0.00%
abc,10/17/2022,0,0.00%,0,0.00%
abc,10/18/2022,0,0.00%,0,0.00%
abc,10/19/2022,0,0.00%,0,0.00%
abc,10/20/2022,0,0.00%,0,0.00%
abc,10/21/2022,0,0.00%,0,0.00%
abc,10/24/2022,0,0.00%,0,0.00%
abc,10/25/2022,0,-1.82%,0,0.00%
abc,10/26/2022,0,-1.82%,0,0.00%
abc,10/27/2022,0,0.00%,0,0.00%
abc,10/28/2022,0,0.00%,0,0.00%
abc,10/31/2022,0,0.00%,0,0.00%
abc,11/1/2022,0,0.00%,0,0.00%
abc,11/2/2022,0,0.00%,0,0.00%
abc,11/3/2022,0,0.00%,0,0.00%
abc,11/4/2022,1,0.31%,1,0.41%
abc,11/7/2022,0,0.00%,0,0.00%
abc,11/8/2022,0,0.00%,0,0.00%
abc,11/9/2022,0,0.00%,0,0.00%
abc,11/10/2022,0,0.00%,0,0.00%
abc,11/11/2022,0,0.00%,0,0.00%
abc,11/14/2022,0,0.00%,0,0.00%
abc,11/15/2022,0,0.00%,0,0.00%
abc,11/16/2022,0,0.00%,0,0.00%
abc,11/17/2022,0,0.00%,0,0.00%
abc,11/18/2022,0,0.00%,0,0.00%
abc,11/21/2022,0,0.00%,1,-0.24%
abc,11/22/2022,0,0.00%,2,0.40%
abc,11/23/2022,1,-1.77%,3,-0.81%
abc,11/25/2022,0,0.00%,0,0.00%
abc,11/28/2022,0,0.00%,0,0.00%
abc,11/29/2022,0,0.00%,0,0.00%
abc,11/30/2022,0,0.00%,0,0.00%
abc,12/1/2022,0,0.00%,0,-0.35%
abc,12/2/2022,0,0.00%,0,-0.35%
abc,12/5/2022,0,0.00%,0,0.00%
abc,12/6/2022,0,0.00%,0,0.00%
abc,12/7/2022,0,0.00%,0,0.00%
abc,12/8/2022,0,0.00%,0,0.00%
abc,12/9/2022,0,0.00%,0,0.00%
abc,12/12/2022,1,-0.34%,0,0.00%
abc,12/13/2022,2,-1.55%,0,0.00%
abc,12/14/2022,0,0.00%,0,0.00%
abc,12/15/2022,0,0.00%,0,0.00%
abc,12/16/2022,0,0.00%,0,0.00%
abc,12/19/2022,0,0.00%,0,0.00%
abc,12/20/2022,0,0.00%,0,0.00%
abc,12/21/2022,0,0.00%,0,0.00%
abc,12/22/2022,0,0.00%,0,0.00%
abc,12/23/2022,0,0.00%,0,0.00%
abc,12/27/2022,0,0.00%,0,0.00%
abc,12/28/2022,0,0.00%,0,0.00%
abc,12/29/2022,0,0.00%,0,0.00%
abc,12/30/2022,0,0.00%,0,0.00%
abc,1/3/2023,0,0.00%,0,0.00%
abc,1/4/2023,0,0.00%,0,0.00%
abc,1/5/2023,0,0.00%,0,0.00%
abc,1/6/2023,0,0.00%,0,0.00%
abc,1/9/2023,0,0.00%,0,0.00%
abc,1/10/2023,0,0.00%,0,0.00%
abc,1/11/2023,0,0.00%,0,0.00%
abc,1/12/2023,0,0.00%,1,0.01%
abc,1/13/2023,0,0.00%,2,0.56%
abc,1/17/2023,0,0.00%,3,0.60%
abc,1/18/2023,0,0.00%,4,0.97%
abc,1/19/2023,0,0.00%,5,1.51%
abc,1/20/2023,0,0.00%,6,1.93%
abc,1/23/2023,0,0.00%,7,1.95%
abc,1/24/2023,0,0.00%,8,1.69%
abc,1/25/2023,0,0.00%,9,1.46%
abc,1/26/2023,0,0.00%,10,1.97%
abc,1/27/2023,0,0.00%,11,2.04%
abc,1/30/2023,0,0.00%,12,1.91%
abc,1/31/2023,0,0.00%,13,1.53%
abc,2/1/2023,0,0.00%,14,1.32%
abc,2/2/2023,0,0.00%,15,1.71%
abc,2/3/2023,0,0.00%,16,-0.35%
abc,2/6/2023,0,0.00%,0,0.00%
abc,2/7/2023,0,0.00%,0,0.00%
abc,2/8/2023,0,0.00%,0,0.00%
abc,2/9/2023,0,0.00%,0,0.00%
abc,2/10/2023,0,0.00%,0,0.00%
abc,2/13/2023,0,0.00%,0,0.00%
abc,2/14/2023,0,0.00%,0,0.00%
abc,2/15/2023,0,0.00%,1,0.26%
abc,2/16/2023,0,0.00%,2,-1.02%
abc,2/17/2023,0,0.00%,3,-1.65%
abc,2/21/2023,0,0.00%,0,0.00%
abc,2/22/2023,0,0.00%,0,0.00%
abc,2/23/2023,0,0.00%,0,0.00%
abc,2/24/2023,0,0.00%,0,0.00%
abc,2/27/2023,0,0.00%,0,0.00%
abc,2/28/2023,1,0.89%,0,0.00%
abc,3/1/2023,2,0.86%,0,0.00%
abc,3/2/2023,3,0.55%,1,-0.08%
abc,3/3/2023,4,-0.04%,2,-0.66%
abc,3/6/2023,5,0.86%,3,0.23%
abc,3/7/2023,6,0.65%,4,0.03%
abc,3/8/2023,7,-0.86%,5,-1.47%
abc,3/9/2023,8,-0.70%,6,-1.32%
abc,3/10/2023,9,-0.13%,7,-0.75%
abc,3/13/2023,10,0.89%,8,0.26%
abc,3/14/2023,11,2.25%,9,1.61%
abc,3/15/2023,12,2.04%,10,1.40%
abc,3/16/2023,13,1.24%,11,0.61%
abc,3/17/2023,14,1.62%,12,0.98%
abc,3/20/2023,15,2.24%,13,1.60%
abc,3/21/2023,16,2.95%,14,2.30%
abc,3/22/2023,17,2.40%,15,1.75%
abc,3/23/2023,18,3.10%,16,2.45%
abc,3/24/2023,19,2.87%,17,2.22%
abc,3/27/2023,20,2.45%,18,1.81%
abc,3/28/2023,21,2.97%,19,2.32%
abc,3/29/2023,22,3.37%,20,2.72%
abc,3/30/2023,23,3.18%,21,2.53%
abc,3/31/2023,24,3.83%,22,3.18%
abc,4/3/2023,25,3.35%,23,2.70%
abc,4/4/2023,26,3.98%,24,3.32%
abc,4/5/2023,27,4.72%,25,4.06%
abc,4/6/2023,28,4.42%,26,3.76%
abc,4/7/2023,29,4.34%,27,3.67%
abc,4/10/2023,30,4.08%,28,3.42%
abc,4/11/2023,31,3.73%,29,3.07%
abc,4/12/2023,32,4.06%,30,3.40%
abc,4/13/2023,33,4.62%,31,3.96%
abc,4/14/2023,34,4.93%,32,4.26%
abc,4/17/2023,35,4.00%,33,3.34%
abc,4/18/2023,36,3.65%,34,2.99%
abc,4/19/2023,37,4.11%,35,3.45%
abc,4/20/2023,38,4.18%,36,3.52%
abc,4/21/2023,39,4.19%,37,3.53%
abc,4/24/2023,40,4.10%,38,3.44%
abc,4/25/2023,41,4.55%,39,3.88%
abc,4/26/2023,42,3.90%,40,3.24%
abc,4/27/2023,43,4.31%,41,3.65%
abc,4/28/2023,44,4.63%,42,3.97%
abc,5/1/2023,45,5.22%,43,4.55%
abc,5/2/2023,46,4.56%,44,3.90%
abc,5/3/2023,47,4.40%,45,3.74%
abc,5/4/2023,48,5.22%,46,4.55%
abc,5/5/2023,49,5.33%,47,4.66%
abc,5/8/2023,50,5.85%,48,5.18%
abc,5/9/2023,51,5.66%,49,4.98%
abc,5/10/2023,52,5.69%,50,5.02%
abc,5/11/2023,53,5.68%,51,5.01%
abc,5/12/2023,54,4.75%,52,4.08%
abc,5/15/2023,55,4.20%,53,3.54%
abc,5/16/2023,56,4.89%,54,4.22%
abc,5/17/2023,57,4.52%,55,3.86%
abc,5/18/2023,58,4.50%,56,3.83%
abc,5/19/2023,59,3.82%,57,3.16%
abc,5/22/2023,60,4.20%,58,3.54%
abc,5/23/2023,61,4.14%,59,3.48%
abc,5/24/2023,62,3.93%,60,3.28%
abc,5/25/2023,63,3.14%,61,2.68%
abc,5/26/2023,0,0.00%,0,0.00%
abc,5/30/2023,0,0.00%,0,0.00%
abc,5/31/2023,0,0.00%,0,0.00%
abc,6/1/2023,0,0.00%,0,0.00%
abc,6/2/2023,0,0.00%,0,0.00%
abc,6/5/2023,0,0.00%,1,-0.63%
abc,6/6/2023,0,0.00%,2,-0.73%
abc,6/7/2023,1,-0.06%,3,-0.75%
abc,6/8/2023,2,0.04%,4,-0.65%
abc,6/9/2023,3,1.00%,5,0.30%
abc,6/12/2023,4,1.15%,6,0.45%
abc,6/13/2023,5,0.58%,7,-0.11%
abc,6/14/2023,6,1.34%,8,0.65%
abc,6/15/2023,7,1.88%,9,1.18%
abc,6/16/2023,8,2.76%,10,2.06%
abc,6/20/2023,9,3.17%,11,2.47%
abc,6/21/2023,10,2.68%,12,1.97%
abc,6/22/2023,0,0.00%,0,0.00%
abc,6/23/2023,0,0.00%,0,0.00%
abc,6/26/2023,0,0.00%,0,0.00%
bcd,1/28/2015,0,0.00%,0,0.00%
bcd,1/29/2015,0,0.00%,0,0.00%
bcd,1/30/2015,0,0.00%,0,0.00%
bcd,2/2/2015,0,0.00%,0,0.00%
bcd,2/3/2015,0,0.00%,0,0.00%
bcd,2/4/2015,0,0.00%,0,0.00%
bcd,2/5/2015,0,0.00%,0,0.00%
bcd,2/6/2015,0,0.00%,0,0.00%
bcd,2/9/2015,0,0.00%,0,0.00%
bcd,2/10/2015,0,0.00%,0,0.00%
bcd,2/11/2015,1,0.06%,0,0.00%
bcd,2/12/2015,2,0.15%,1,0.07%
bcd,2/13/2015,3,-0.83%,2,-0.91%
bcd,2/17/2015,4,-0.63%,3,-0.70%
bcd,2/18/2015,5,-0.82%,4,-0.90%
bcd,2/19/2015,6,-0.53%,5,-0.61%
bcd,2/20/2015,7,-0.39%,6,-0.46%
bcd,2/23/2015,8,-0.67%,7,-0.74%
bcd,2/24/2015,9,-0.11%,8,-0.18%
bcd,2/25/2015,10,-0.14%,9,-0.21%
bcd,2/26/2015,11,-0.34%,10,-0.41%
bcd,2/27/2015,12,1.10%,11,1.03%
bcd,3/2/2015,13,1.13%,12,1.06%
bcd,3/3/2015,14,1.19%,13,1.13%
bcd,3/4/2015,15,1.24%,14,1.17%
bcd,3/5/2015,16,2.15%,15,2.08%
bcd,3/6/2015,17,2.54%,16,2.47%
bcd,3/9/2015,18,4.00%,17,3.94%
bcd,3/10/2015,19,3.97%,18,3.91%
bcd,3/11/2015,20,5.41%,19,5.35%
bcd,3/12/2015,21,6.85%,20,5.52%
bcd,3/13/2015,22,6.29%,0,0.00%
bcd,3/16/2015,23,7.40%,0,0.00%
bcd,3/17/2015,24,6.42%,0,0.00%
bcd,3/18/2015,25,5.32%,0,0.00%
bcd,3/19/2015,0,0.00%,0,0.00%
bcd,3/20/2015,0,0.00%,0,0.00%
bcd,3/23/2015,0,0.00%,0,0.00%
bcd,3/24/2015,0,0.00%,0,0.00%
bcd,3/25/2015,0,0.00%,0,0.00%
bcd,3/26/2015,0,0.00%,0,0.00%
bcd,3/27/2015,0,0.00%,0,0.00%
bcd,3/30/2015,0,0.00%,0,0.00%
bcd,3/31/2015,1,0.56%,0,0.00%
bcd,4/1/2015,2,1.30%,0,0.00%
bcd,4/2/2015,3,1.10%,1,-1.36%
bcd,4/3/2015,4,-0.75%,0,0.00%
bcd,4/6/2015,0,0.00%,0,0.00%
bcd,4/7/2015,0,0.00%,0,0.00%
bcd,4/8/2015,0,0.00%,0,0.00%
bcd,4/9/2015,0,0.00%,0,0.00%
bcd,4/10/2015,0,0.00%,0,0.00%
bcd,4/13/2015,0,0.00%,0,0.00%
bcd,4/14/2015,0,0.00%,1,-0.92%
bcd,4/15/2015,0,0.00%,0,0.00%
bcd,4/16/2015,0,0.00%,0,0.00%
bcd,4/17/2015,0,0.00%,0,0.00%
bcd,4/20/2015,0,0.00%,0,0.00%
bcd,4/21/2015,0,0.00%,0,0.00%
bcd,4/22/2015,0,0.00%,0,0.00%
bcd,4/23/2015,0,0.00%,0,0.00%
bcd,4/24/2015,0,0.00%,0,0.00%
bcd,4/27/2015,0,0.00%,0,0.00%
bcd,4/28/2015,0,0.00%,0,0.00%
bcd,4/29/2015,0,0.00%,0,0.00%
bcd,4/30/2015,0,0.00%,0,0.00%
bcd,5/1/2015,0,0.00%,0,0.00%
bcd,5/4/2015,0,0.00%,0,0.00%
bcd,5/5/2015,0,0.00%,0,0.00%
bcd,5/6/2015,0,0.00%,0,0.00%
bcd,5/7/2015,0,0.00%,0,0.00%
bcd,5/8/2015,1,0.62%,0,0.00%
bcd,5/11/2015,2,1.18%,0,0.00%
bcd,5/12/2015,3,1.61%,1,0.36%
bcd,5/13/2015,4,1.05%,2,-0.99%
bcd,5/14/2015,5,-0.48%,0,0.00%
bcd,5/15/2015,0,0.00%,0,0.00%
bcd,5/18/2015,0,0.00%,0,0.00%
bcd,5/19/2015,0,0.00%,0,0.00%
bcd,5/20/2015,0,0.00%,0,0.00%
bcd,5/21/2015,1,0.24%,1,0.24%
bcd,5/22/2015,2,0.11%,2,0.11%
bcd,5/26/2015,3,0.93%,3,0.93%
bcd,5/27/2015,4,2.44%,4,2.44%
bcd,5/28/2015,5,2.28%,5,2.28%
bcd,5/29/2015,6,1.70%,6,1.38%
bcd,6/1/2015,7,1.47%,0,0.00%
bcd,6/2/2015,8,0.63%,0,0.00%
bcd,6/3/2015,0,0.00%,0,0.00%
bcd,6/4/2015,0,0.00%,0,0.00%
bcd,6/5/2015,0,0.00%,0,0.00%
bcd,6/8/2015,0,0.00%,0,0.00%
bcd,6/9/2015,0,0.00%,0,0.00%
bcd,6/10/2015,0,0.00%,0,0.00%
bcd,6/11/2015,0,0.00%,0,0.00%
bcd,6/12/2015,0,0.00%,0,0.00%
bcd,6/15/2015,0,0.00%,0,0.00%
bcd,6/16/2015,1,-0.60%,0,0.00%
bcd,6/17/2015,2,-0.22%,0,0.00%
bcd,6/18/2015,3,-1.04%,0,0.00%
bcd,6/19/2015,4,-1.36%,0,0.00%
bcd,6/22/2015,5,-1.21%,0,0.00%
bcd,6/23/2015,6,-1.07%,0,0.00%
bcd,6/24/2015,7,0.44%,0,0.00%
bcd,6/25/2015,8,0.10%,0,0.00%
bcd,6/26/2015,9,0.14%,1,-0.03%
bcd,6/29/2015,10,0.51%,2,0.34%
bcd,6/30/2015,11,-0.11%,3,-0.28%
bcd,7/1/2015,0,0.00%,0,0.00%
bcd,7/2/2015,0,0.00%,0,0.00%
bcd,7/6/2015,0,0.00%,0,0.00%
bcd,7/7/2015,0,0.00%,0,0.00%
bcd,7/8/2015,0,0.00%,0,0.00%
bcd,7/9/2015,0,0.00%,0,0.00%
bcd,7/10/2015,0,0.00%,0,0.00%
bcd,7/13/2015,0,0.00%,0,0.00%
bcd,7/14/2015,0,0.00%,0,0.00%
bcd,7/15/2015,0,0.00%,0,0.00%
bcd,7/16/2015,0,0.00%,0,0.00%
bcd,7/17/2015,0,0.00%,0,0.00%
bcd,7/20/2015,0,0.00%,0,0.00%
bcd,7/21/2015,0,0.00%,0,0.00%
bcd,7/22/2015,0,0.00%,0,0.00%
bcd,7/23/2015,0,0.00%,0,0.00%
bcd,7/24/2015,0,0.00%,1,0.62%
bcd,7/27/2015,1,-0.06%,2,0.46%
bcd,7/28/2015,2,1.00%,3,1.53%
bcd,7/29/2015,3,0.49%,4,1.01%
bcd,7/30/2015,4,0.18%,5,0.70%
bcd,7/31/2015,5,-0.65%,6,-0.13%
bcd,8/3/2015,6,-0.22%,7,0.30%
bcd,8/4/2015,7,-0.38%,8,0.14%
bcd,8/5/2015,8,-0.89%,9,-0.38%
bcd,8/6/2015,9,-0.86%,10,-0.34%
bcd,8/7/2015,10,-0.63%,11,-0.11%
bcd,8/10/2015,11,-0.18%,12,0.34%
bcd,8/11/2015,12,0.26%,13,0.78%
bcd,8/12/2015,13,0.36%,14,0.89%
bcd,8/13/2015,14,1.62%,15,2.16%
bcd,8/14/2015,15,1.37%,16,1.90%
bcd,8/17/2015,16,1.17%,17,1.70%
bcd,8/18/2015,17,0.81%,18,1.34%
bcd,8/19/2015,18,0.25%,19,0.78%
bcd,8/20/2015,19,1.26%,20,1.79%
bcd,8/21/2015,20,1.88%,21,2.42%
bcd,8/24/2015,21,3.29%,22,3.84%
bcd,8/25/2015,22,3.81%,23,6.09%
bcd,8/26/2015,0,0.00%,24,4.01%
bcd,8/27/2015,0,0.00%,0,0.00%
bcd,8/28/2015,0,0.00%,0,0.00%
bcd,8/31/2015,0,0.00%,0,0.00%
bcd,9/1/2015,0,0.00%,0,0.00%
bcd,9/2/2015,0,0.00%,0,0.00%
bcd,9/3/2015,0,0.00%,0,0.00%
bcd,9/4/2015,0,0.00%,0,0.00%
bcd,9/8/2015,0,0.00%,0,0.00%
bcd,9/9/2015,0,0.00%,0,0.00%
bcd,9/10/2015,0,0.00%,0,0.00%
bcd,9/11/2015,0,0.00%,0,0.00%
bcd,9/14/2015,0,0.00%,0,0.00%
bcd,9/15/2015,0,0.00%,1,-0.23%
bcd,9/16/2015,0,0.00%,2,-0.60%
bcd,9/17/2015,0,0.00%,3,-0.57%
bcd,9/18/2015,0,0.00%,4,0.48%
bcd,9/21/2015,0,0.00%,5,0.08%
bcd,9/22/2015,0,0.00%,6,-1.92%
bcd,9/23/2015,0,0.00%,0,0.00%
bcd,9/24/2015,0,0.00%,0,0.00%
bcd,9/25/2015,0,0.00%,0,0.00%
bcd,9/28/2015,0,0.00%,0,0.00%
bcd,9/29/2015,0,0.00%,0,0.00%
bcd,9/30/2015,0,0.00%,0,0.00%
bcd,10/1/2015,1,-0.78%,0,0.00%
bcd,10/2/2015,2,-0.63%,1,0.06%
bcd,10/5/2015,3,-0.24%,2,0.46%
bcd,10/6/2015,4,-0.67%,3,0.02%
bcd,10/7/2015,5,0.15%,4,0.85%
bcd,10/8/2015,6,-0.04%,5,0.66%
bcd,10/9/2015,7,0.15%,6,0.85%
bcd,10/12/2015,8,0.97%,7,1.68%
bcd,10/13/2015,9,1.07%,8,1.78%
bcd,10/14/2015,10,1.13%,9,1.84%
bcd,10/15/2015,11,1.96%,10,2.68%
bcd,10/16/2015,12,1.12%,11,1.83%
bcd,10/19/2015,13,1.05%,12,1.76%
bcd,10/20/2015,14,0.61%,13,1.31%
bcd,10/21/2015,15,0.70%,14,1.40%
bcd,10/22/2015,16,-0.54%,15,-0.18%
bcd,10/23/2015,0,0.00%,0,0.00%
bcd,10/26/2015,0,0.00%,0,0.00%
bcd,10/27/2015,0,0.00%,0,0.00%
bcd,10/28/2015,0,0.00%,0,0.00%
bcd,10/29/2015,0,0.00%,0,0.00%
bcd,10/30/2015,0,0.00%,0,0.00%
bcd,11/2/2015,0,0.00%,0,0.00%
bcd,11/3/2015,0,0.00%,0,0.00%
bcd,11/4/2015,0,0.00%,1,-0.48%
bcd,11/5/2015,0,0.00%,2,-1.43%
bcd,11/6/2015,0,0.00%,3,-1.81%
bcd,11/9/2015,0,0.00%,0,0.00%
bcd,11/10/2015,0,0.00%,0,0.00%
bcd,11/11/2015,0,0.00%,0,0.00%
bcd,11/12/2015,0,0.00%,0,0.00%
bcd,11/13/2015,0,0.00%,0,0.00%
bcd,11/16/2015,0,0.00%,0,0.00%
bcd,11/17/2015,0,0.00%,0,0.00%
bcd,11/18/2015,0,0.00%,0,0.00%
bcd,11/19/2015,1,-0.02%,0,0.00%
bcd,11/20/2015,2,0.79%,0,0.00%
bcd,11/23/2015,3,0.04%,0,0.00%
bcd,11/24/2015,4,-0.24%,0,0.00%
bcd,11/25/2015,5,0.06%,0,0.00%
bcd,11/27/2015,6,-0.31%,0,0.00%
bcd,11/30/2015,7,-0.47%,0,0.00%
bcd,12/1/2015,8,-0.72%,0,0.00%
bcd,12/2/2015,9,-0.17%,0,0.00%
bcd,12/3/2015,10,-0.26%,0,0.00%
bcd,12/4/2015,11,3.12%,0,0.00%
bcd,12/7/2015,12,2.24%,0,0.00%
bcd,12/8/2015,13,2.02%,0,0.00%
bcd,12/9/2015,14,2.46%,0,0.00%
bcd,12/10/2015,15,3.76%,0,0.00%
bcd,12/11/2015,16,2.94%,0,0.00%
bcd,12/14/2015,17,3.45%,0,0.00%
bcd,12/15/2015,18,3.52%,0,0.00%
bcd,12/16/2015,19,2.76%,0,0.00%
bcd,12/17/2015,20,3.34%,1,-0.48%
bcd,12/18/2015,21,1.67%,2,1.15%
bcd,12/21/2015,22,2.24%,3,0.59%
bcd,12/22/2015,23,2.81%,4,-0.41%
bcd,12/23/2015,24,3.07%,0,0.00%
bcd,12/24/2015,25,2.66%,0,0.00%
bcd,12/28/2015,26,3.04%,0,0.00%
bcd,12/29/2015,27,3.25%,0,0.00%
bcd,12/30/2015,28,2.90%,0,0.00%
bcd,12/31/2015,29,2.74%,0,0.00%
bcd,1/4/2016,30,1.40%,0,0.00%
bcd,1/5/2016,0,0.00%,0,0.00%
bcd,1/6/2016,0,0.00%,0,0.00%
bcd,1/7/2016,0,0.00%,0,0.00%
bcd,1/8/2016,0,0.00%,0,0.00%
bcd,1/11/2016,0,0.00%,0,0.00%
bcd,1/12/2016,0,0.00%,0,0.00%
bcd,1/13/2016,0,0.00%,0,0.00%
bcd,1/14/2016,0,0.00%,0,0.00%
bcd,1/15/2016,0,0.00%,0,0.00%
bcd,1/19/2016,0,0.00%,0,0.00%
bcd,1/20/2016,0,0.00%,0,0.00%
bcd,1/21/2016,0,0.00%,0,0.00%
bcd,1/22/2016,1,-0.16%,0,0.00%
bcd,1/25/2016,2,-0.96%,0,0.00%
bcd,1/26/2016,3,-0.54%,0,0.00%
bcd,1/27/2016,4,-0.40%,0,0.00%
bcd,1/28/2016,5,0.08%,0,0.00%
bcd,1/29/2016,6,0.54%,0,0.00%
bcd,2/1/2016,7,-0.64%,0,0.00%
bcd,2/2/2016,8,-0.04%,0,0.00%
bcd,2/3/2016,9,0.17%,0,0.00%
bcd,2/4/2016,10,1.78%,0,0.00%
bcd,2/5/2016,11,2.88%,0,0.00%
bcd,2/8/2016,12,2.26%,0,0.00%
bcd,2/9/2016,13,2.87%,0,0.00%
bcd,2/10/2016,14,3.55%,0,0.00%
bcd,2/11/2016,15,3.49%,0,0.00%
bcd,2/12/2016,16,3.88%,0,0.00%
bcd,2/16/2016,17,3.26%,0,0.00%
bcd,2/17/2016,18,2.23%,0,0.00%
bcd,2/18/2016,19,1.67%,1,-0.02%
bcd,2/19/2016,0,0.00%,2,0.36%
bcd,2/22/2016,0,0.00%,3,0.02%
bcd,2/23/2016,0,0.00%,4,1.01%
bcd,2/24/2016,0,0.00%,5,1.16%
bcd,2/25/2016,0,0.00%,6,1.12%
bcd,2/26/2016,0,0.00%,7,0.88%
bcd,2/29/2016,0,0.00%,8,1.90%
bcd,3/1/2016,0,0.00%,9,2.32%
bcd,3/2/2016,0,0.00%,10,2.46%
bcd,3/3/2016,0,0.00%,11,2.42%
bcd,3/4/2016,0,0.00%,12,1.22%
bcd,3/7/2016,0,0.00%,0,0.00%
bcd,3/8/2016,0,0.00%,0,0.00%
bcd,3/9/2016,0,0.00%,0,0.00%
bcd,3/10/2016,0,0.00%,0,0.00%
bcd,3/11/2016,0,0.00%,0,0.00%
bcd,3/14/2016,0,0.00%,0,0.00%
bcd,3/15/2016,0,0.00%,0,0.00%
bcd,3/16/2016,1,0.00%,0,0.00%
bcd,3/17/2016,2,0.77%,0,0.00%
bcd,3/18/2016,3,1.88%,0,0.00%
bcd,3/21/2016,4,1.42%,0,0.00%
bcd,3/22/2016,5,1.27%,0,0.00%
bcd,3/23/2016,6,0.97%,0,0.00%
bcd,3/24/2016,7,0.63%,0,0.00%
bcd,3/28/2016,8,0.53%,0,0.00%
bcd,3/29/2016,9,0.80%,0,0.00%
bcd,3/30/2016,10,1.65%,0,0.00%
bcd,3/31/2016,11,1.99%,0,0.00%
bcd,4/1/2016,12,2.46%,0,0.00%
bcd,4/4/2016,13,2.50%,0,0.00%
bcd,4/5/2016,14,2.53%,0,0.00%
bcd,4/6/2016,15,2.43%,0,0.00%
bcd,4/7/2016,16,2.61%,0,0.00%
bcd,4/8/2016,17,2.36%,0,0.00%
bcd,4/11/2016,18,2.52%,0,0.00%
bcd,4/12/2016,19,2.65%,0,0.00%
