Ticker Symbol,Date,Strategy 1 (days),Strategy 1 (aggregated p&l),Strategy 2 (days),Strategy 2 (aggregated p&l)
bcd,12/16/2020,47,3.45%,53,3.77%
bcd,12/17/2020,48,3.51%,54,3.83%
bcd,12/18/2020,49,4.36%,55,4.68%
bcd,12/21/2020,50,4.18%,56,4.50%
bcd,12/22/2020,51,4.24%,57,4.56%
bcd,12/23/2020,52,3.51%,58,3.83%
bcd,12/24/2020,53,3.64%,59,3.96%
bcd,12/28/2020,54,3.66%,60,3.98%
bcd,12/29/2020,55,3.84%,61,4.16%
bcd,12/30/2020,56,4.22%,62,4.54%
bcd,12/31/2020,57,4.49%,63,4.81%
bcd,1/4/2021,58,3.96%,64,4.27%
bcd,1/5/2021,59,4.17%,65,4.49%
bcd,1/6/2021,60,4.60%,66,4.92%
bcd,1/7/2021,61,4.64%,67,4.96%
bcd,1/8/2021,62,4.29%,68,4.61%
bcd,1/11/2021,63,3.84%,69,4.16%
bcd,1/12/2021,64,3.39%,70,3.70%
bcd,1/13/2021,65,3.71%,71,4.03%
bcd,1/14/2021,66,3.31%,72,3.63%
bcd,1/15/2021,67,3.31%,73,3.63%
bcd,1/19/2021,68,2.65%,74,2.97%
bcd,1/20/2021,69,3.06%,75,3.38%
bcd,1/21/2021,70,2.90%,76,3.21%
bcd,1/22/2021,71,3.33%,77,3.65%
bcd,1/25/2021,72,3.40%,78,3.72%
bcd,1/26/2021,73,3.15%,79,3.47%
bcd,1/27/2021,74,3.37%,80,3.69%
bcd,1/28/2021,75,2.82%,81,3.14%
bcd,1/29/2021,76,3.09%,82,3.40%
bcd,2/1/2021,77,3.08%,83,3.40%
bcd,2/2/2021,78,2.27%,84,2.84%
bcd,2/3/2021,0,0.00%,85,2.44%
bcd,2/4/2021,0,0.00%,86,2.24%
bcd,2/5/2021,0,0.00%,0,0.00%
bcd,2/8/2021,0,0.00%,0,0.00%
bcd,2/9/2021,0,0.00%,0,0.00%
bcd,2/10/2021,1,0.51%,0,0.00%
bcd,2/11/2021,2,0.60%,1,0.03%
bcd,2/12/2021,3,0.61%,2,0.04%
bcd,2/16/2021,4,0.48%,3,-0.08%
bcd,2/17/2021,5,0.47%,4,-0.09%
bcd,2/18/2021,6,-0.18%,5,-0.74%
bcd,2/19/2021,7,0.22%,6,-0.34%
bcd,2/22/2021,8,0.47%,7,-0.09%
bcd,2/23/2021,9,0.90%,8,0.33%
bcd,2/24/2021,10,0.69%,9,0.13%
bcd,2/25/2021,11,0.73%,10,0.17%
bcd,2/26/2021,12,1.02%,11,0.46%
bcd,3/1/2021,13,0.14%,12,-0.42%
bcd,3/2/2021,14,-0.12%,13,-0.68%
bcd,3/3/2021,15,0.23%,14,-0.33%
bcd,3/4/2021,16,0.11%,15,-0.45%
bcd,3/5/2021,17,-1.10%,16,-1.24%
bcd,3/8/2021,0,0.00%,17,-1.99%
bcd,3/9/2021,0,0.00%,0,0.00%
bcd,3/10/2021,0,0.00%,0,0.00%
bcd,3/11/2021,0,0.00%,0,0.00%
bcd,3/12/2021,0,0.00%,0,0.00%
bcd,3/15/2021,0,0.00%,0,0.00%
bcd,3/16/2021,0,0.00%,1,-0.25%
bcd,3/17/2021,0,0.00%,2,-0.44%
bcd,3/18/2021,0,0.00%,3,0.18%
bcd,3/19/2021,0,0.00%,4,-0.36%
bcd,3/22/2021,0,0.00%,5,-0.41%
bcd,3/23/2021,0,0.00%,6,-0.13%
bcd,3/24/2021,0,0.00%,7,-0.89%
bcd,3/25/2021,0,0.00%,8,-1.14%
bcd,3/26/2021,0,0.00%,9,-1.53%
bcd,3/29/2021,1,0.15%,10,-1.42%
bcd,3/30/2021,2,-0.07%,11,-1.64%
bcd,3/31/2021,3,-0.47%,12,-2.03%
bcd,4/1/2021,4,-0.42%,13,-1.98%
bcd,4/2/2021,5,-0.02%,14,-1.59%
bcd,4/5/2021,6,-0.14%,15,-1.71%
bcd,4/6/2021,7,0.32%,16,-1.25%
bcd,4/7/2021,8,0.82%,17,-0.77%
bcd,4/8/2021,9,0.77%,18,-0.81%
bcd,4/9/2021,10,1.20%,19,-0.39%
bcd,4/12/2021,11,1.08%,20,-0.51%
bcd,4/13/2021,12,1.10%,21,-0.49%
bcd,4/14/2021,13,1.44%,22,-0.15%
bcd,4/15/2021,14,1.65%,23,0.06%
bcd,4/16/2021,15,1.68%,24,0.08%
bcd,4/19/2021,16,1.71%,25,0.11%
bcd,4/20/2021,17,2.22%,26,0.62%
bcd,4/21/2021,18,2.14%,27,0.54%
bcd,4/22/2021,19,2.13%,28,0.53%
bcd,4/23/2021,20,1.94%,29,0.34%
bcd,4/26/2021,21,2.66%,30,1.05%
bcd,4/27/2021,22,2.66%,31,1.05%
bcd,4/28/2021,23,2.61%,32,1.00%
bcd,4/29/2021,24,2.93%,33,1.31%
bcd,4/30/2021,25,2.92%,34,1.30%
bcd,5/3/2021,26,2.04%,35,0.44%
bcd,5/4/2021,27,2.42%,36,0.81%
bcd,5/5/2021,28,1.95%,37,0.35%
bcd,5/6/2021,29,1.85%,38,0.25%
bcd,5/7/2021,30,2.31%,39,0.70%
bcd,5/10/2021,31,3.24%,40,1.62%
bcd,5/11/2021,32,3.07%,41,1.46%
bcd,5/12/2021,33,3.13%,42,1.51%
bcd,5/13/2021,34,2.51%,43,0.90%
bcd,5/14/2021,35,2.48%,44,0.87%
bcd,5/17/2021,36,3.04%,45,1.43%
bcd,5/18/2021,37,3.17%,46,1.55%
bcd,5/19/2021,38,3.77%,47,2.14%
bcd,5/20/2021,39,3.28%,48,1.66%
bcd,5/21/2021,40,3.68%,49,2.05%
bcd,5/24/2021,41,3.35%,50,1.73%
bcd,5/25/2021,42,3.62%,51,1.99%
bcd,5/26/2021,43,3.98%,52,2.35%
bcd,5/27/2021,44,3.44%,53,1.82%
bcd,5/28/2021,45,3.49%,54,1.86%
bcd,6/1/2021,46,3.50%,55,1.88%
bcd,6/2/2021,47,3.73%,56,2.11%
bcd,6/3/2021,48,3.62%,57,2.00%
bcd,6/4/2021,49,2.92%,58,1.31%
bcd,6/7/2021,50,3.29%,59,1.68%
bcd,6/8/2021,51,3.58%,60,1.96%
bcd,6/9/2021,52,3.49%,61,1.87%
bcd,6/10/2021,53,3.49%,62,1.86%
bcd,6/11/2021,54,3.41%,63,1.79%
bcd,6/14/2021,55,2.82%,64,1.21%
bcd,6/15/2021,56,2.95%,65,1.34%
bcd,6/16/2021,57,3.01%,66,1.40%
bcd,6/17/2021,58,1.37%,67,-0.56%
bcd,6/18/2021,0,0.00%,0,0.00%
bcd,6/21/2021,0,0.00%,0,0.00%
bcd,6/22/2021,0,0.00%,0,0.00%
bcd,6/23/2021,0,0.00%,0,0.00%
bcd,6/24/2021,0,0.00%,0,0.00%
bcd,6/25/2021,0,0.00%,0,0.00%
bcd,6/28/2021,0,0.00%,1,-0.05%
bcd,6/29/2021,0,0.00%,2,-0.11%
bcd,6/30/2021,0,0.00%,3,-0.30%
bcd,7/1/2021,0,0.00%,4,-0.76%
bcd,7/2/2021,0,0.00%,5,-0.81%
bcd,7/6/2021,0,0.00%,6,-0.79%
bcd,7/7/2021,0,0.00%,7,-0.97%
bcd,7/8/2021,1,0.09%,8,-1.12%
bcd,7/9/2021,2,-0.20%,9,-0.84%
bcd,7/12/2021,3,-0.51%,10,-0.53%
bcd,7/13/2021,4,-0.35%,11,-0.69%
bcd,7/14/2021,5,0.30%,12,-1.33%
bcd,7/15/2021,6,-0.10%,13,-0.93%
bcd,7/16/2021,7,0.10%,14,-1.13%
bcd,7/19/2021,8,0.08%,15,-1.12%
bcd,7/20/2021,9,0.23%,16,-1.27%
bcd,7/21/2021,10,0.31%,17,-1.35%
bcd,7/22/2021,11,0.16%,18,-1.19%
bcd,7/23/2021,12,0.41%,19,-1.44%
bcd,7/26/2021,13,0.42%,20,-1.45%
bcd,7/27/2021,14,0.16%,21,-1.19%
bcd,7/28/2021,15,-0.02%,22,-1.01%
bcd,7/29/2021,16,-0.15%,23,-0.88%
bcd,7/30/2021,17,-0.58%,24,-0.45%
bcd,8/2/2021,18,-0.29%,25,-0.75%
bcd,8/3/2021,19,-0.43%,26,-0.61%
bcd,8/4/2021,20,-0.34%,27,-0.70%
bcd,8/5/2021,21,-0.13%,28,-0.90%
bcd,8/6/2021,22,-0.11%,29,-0.93%
bcd,8/9/2021,23,0.56%,30,-1.59%
bcd,8/10/2021,24,0.70%,31,-1.73%
bcd,8/11/2021,25,0.86%,32,-1.89%
bcd,8/12/2021,26,0.73%,33,-1.76%
bcd,8/13/2021,27,0.80%,34,-1.83%
bcd,8/16/2021,28,0.26%,35,-1.29%
bcd,8/17/2021,29,0.42%,36,-1.45%
bcd,8/18/2021,30,0.97%,37,-2.00%
bcd,8/19/2021,31,0.96%,38,-1.99%
bcd,8/20/2021,32,1.28%,39,-2.30%
bcd,8/23/2021,33,1.10%,40,-2.12%
bcd,8/24/2021,34,0.67%,41,-1.69%
bcd,8/25/2021,35,0.61%,42,-1.64%
bcd,8/26/2021,36,0.48%,43,-1.50%
bcd,8/27/2021,37,0.65%,44,-1.68%
bcd,8/30/2021,38,0.29%,45,-1.32%
bcd,8/31/2021,39,0.21%,46,-1.24%
bcd,9/1/2021,40,0.14%,47,-1.17%
bcd,9/2/2021,41,-0.15%,48,-0.89%
bcd,9/3/2021,42,-0.41%,49,-0.62%
bcd,9/7/2021,43,-0.58%,50,-0.45%
bcd,9/8/2021,44,-0.24%,51,-0.80%
bcd,9/9/2021,45,-0.09%,52,-0.94%
bcd,9/10/2021,46,-0.17%,53,-0.87%
bcd,9/13/2021,47,-0.04%,54,-1.00%
bcd,9/14/2021,48,0.06%,55,-1.09%
bcd,9/15/2021,49,0.03%,56,-1.06%
bcd,9/16/2021,50,0.03%,57,-1.06%
bcd,9/17/2021,51,0.49%,58,-1.52%
bcd,9/20/2021,52,0.70%,59,-1.73%
bcd,9/21/2021,53,0.74%,60,-1.77%
bcd,9/22/2021,54,0.73%,61,-1.76%
bcd,9/23/2021,55,1.02%,62,-2.04%
bcd,9/24/2021,56,0.56%,63,-1.59%
bcd,9/27/2021,57,0.83%,64,-1.86%
bcd,9/28/2021,58,0.97%,65,-1.99%
bcd,9/29/2021,59,1.16%,66,-2.60%
bcd,9/30/2021,60,1.81%,0,0.00%
bcd,10/1/2021,61,1.96%,0,0.00%
bcd,10/4/2021,62,1.85%,0,0.00%
bcd,10/5/2021,63,1.62%,0,0.00%
bcd,10/6/2021,64,1.85%,0,0.00%
bcd,10/7/2021,65,2.25%,0,0.00%
bcd,10/8/2021,66,2.24%,0,0.00%
bcd,10/11/2021,67,2.03%,0,0.00%
bcd,10/12/2021,68,2.18%,0,0.00%
bcd,10/13/2021,69,2.43%,0,0.00%
bcd,10/14/2021,70,1.93%,0,0.00%
bcd,10/15/2021,71,1.86%,0,0.00%
bcd,10/18/2021,72,1.80%,0,0.00%
bcd,10/19/2021,73,1.76%,0,0.00%
bcd,10/20/2021,74,1.52%,0,0.00%
bcd,10/21/2021,75,1.38%,0,0.00%
bcd,10/22/2021,76,1.67%,0,0.00%
bcd,10/25/2021,77,1.56%,0,0.00%
bcd,10/26/2021,78,1.76%,0,0.00%
bcd,10/27/2021,79,1.89%,0,0.00%
bcd,10/28/2021,80,1.79%,0,0.00%
bcd,10/29/2021,81,1.16%,1,-0.74%
bcd,11/1/2021,82,2.22%,2,0.35%
bcd,11/2/2021,83,1.82%,3,-0.06%
bcd,11/3/2021,84,2.03%,4,0.15%
bcd,11/4/2021,85,1.79%,5,-0.10%
bcd,11/5/2021,86,2.29%,6,0.41%
bcd,11/8/2021,87,2.31%,7,0.44%
bcd,11/9/2021,88,1.98%,8,0.10%
bcd,11/10/2021,89,1.94%,9,0.06%
bcd,11/11/2021,90,2.88%,10,1.02%
bcd,11/12/2021,91,3.21%,11,1.35%
bcd,11/15/2021,92,3.22%,12,1.37%
bcd,11/16/2021,93,3.72%,13,1.87%
bcd,11/17/2021,94,4.30%,14,2.47%
bcd,11/18/2021,95,4.32%,15,2.49%
bcd,11/19/2021,96,3.85%,16,2.01%
bcd,11/22/2021,97,4.55%,17,2.71%
bcd,11/23/2021,98,5.03%,18,3.21%
bcd,11/24/2021,99,4.88%,19,3.05%
bcd,11/26/2021,100,5.32%,20,3.50%
bcd,11/29/2021,101,4.44%,21,2.61%
bcd,11/30/2021,102,4.69%,22,2.07%
bcd,12/1/2021,103,4.27%,0,0.00%
bcd,12/2/2021,104,4.32%,0,0.00%
bcd,12/3/2021,105,4.45%,0,0.00%
bcd,12/6/2021,106,4.29%,0,0.00%
bcd,12/7/2021,107,4.51%,0,0.00%
bcd,12/8/2021,108,4.62%,0,0.00%
bcd,12/9/2021,109,3.84%,0,0.00%
bcd,12/10/2021,110,4.37%,0,0.00%
bcd,12/13/2021,111,4.17%,0,0.00%
bcd,12/14/2021,112,4.36%,0,0.00%
bcd,12/15/2021,113,4.63%,0,0.00%
bcd,12/16/2021,114,4.51%,0,0.00%
bcd,12/17/2021,115,4.06%,0,0.00%
bcd,12/20/2021,116,4.68%,1,0.67%
bcd,12/21/2021,117,4.51%,2,0.49%
bcd,12/22/2021,118,4.47%,3,0.44%
bcd,12/23/2021,119,4.03%,4,-0.01%
bcd,12/27/2021,120,4.00%,5,-0.04%
bcd,12/28/2021,121,4.11%,6,0.07%
bcd,12/29/2021,122,4.30%,7,0.27%
bcd,12/30/2021,123,3.96%,8,-0.09%
bcd,12/31/2021,124,4.11%,9,0.07%
bcd,1/3/2022,125,3.62%,10,-0.44%
bcd,1/4/2022,126,4.38%,11,0.35%
bcd,1/5/2022,127,4.46%,12,0.44%
bcd,1/6/2022,128,4.27%,13,0.24%
bcd,1/7/2022,129,4.48%,14,0.45%
bcd,1/10/2022,130,3.83%,15,-0.22%
bcd,1/11/2022,131,4.17%,16,0.13%
bcd,1/12/2022,132,3.19%,17,-0.65%
bcd,1/13/2022,0,0.00%,0,0.00%
bcd,1/14/2022,0,0.00%,0,0.00%
bcd,1/18/2022,0,0.00%,0,0.00%
bcd,1/19/2022,0,0.00%,0,0.00%
bcd,1/20/2022,0,0.00%,0,0.00%
bcd,1/21/2022,1,0.23%,1,0.23%
bcd,1/24/2022,2,-0.02%,2,-0.02%
bcd,1/25/2022,3,0.16%,3,0.16%
bcd,1/26/2022,4,0.31%,4,0.31%
bcd,1/27/2022,5,0.76%,5,0.76%
bcd,1/28/2022,6,1.76%,6,1.76%
bcd,1/31/2022,7,1.72%,7,1.72%
bcd,2/1/2022,8,0.85%,8,0.85%
bcd,2/2/2022,9,0.78%,9,0.38%
bcd,2/3/2022,10,-0.37%,0,0.00%
bcd,2/4/2022,0,0.00%,0,0.00%
bcd,2/7/2022,0,0.00%,0,0.00%
bcd,2/8/2022,0,0.00%,0,0.00%
bcd,2/9/2022,0,0.00%,0,0.00%
bcd,2/10/2022,0,0.00%,0,0.00%
bcd,2/11/2022,0,0.00%,0,0.00%
bcd,2/14/2022,0,0.00%,0,0.00%
bcd,2/15/2022,1,0.39%,0,0.00%
bcd,2/16/2022,2,-0.17%,1,-0.51%
bcd,2/17/2022,3,-0.43%,2,-0.78%
